0,0,0,0,64,46,64,46,59,73,59,73,64,100,64,100,0,0,0
2,0,0,0,0,6,6,6,6,0,0,0
2,1,0,0,2,6,9,5,6,0,0,0
2,2,0,1,5,9,10,7,7,0,0,1
2,3,0,3,3,12,13,9,9,0,4,2,0,3
2,4,27,0,0,0,0,5,19,4,27,4,27,0
2,5,0,17,0,22,27,22,27,0,8,0,12,9,12,17,0,17
2,6,0,0,0,6,3,11,6,18,25,18,25,0,0,0
2,7,8,6,0,15,25,15,25,0,20,0,8,6
2,8,0,10,3,17,7,24,22,24,24,15,25,10,26,6,16,0,9,0,2,6,0,10
2,9,0,2,5,12,9,9,4,0,0,2
2,10,0,0,5,9,5,17,52,17,52,9,42,12,35,13,20,11,13,9,15,0,0,0
2,11,0,7,0,12,11,19,16,19,31,5,31,0,8,0,8,7,0,7
2,12,2,0,0,9,7,11,7,2,2,0
2,13,2,0,0,9,5,11,9,12,9,3,2,0
2,14,1,0,0,5,7,8,12,9,10,1,1,0
2,15,1,5,0,9,9,10,7,0,2,0,1,5
2,16,0,0,0,9,15,11,12,3,0,0
2,17,0,0,0,9,8,11,5,1,0,0
2,18,0,15,1,20,23,5,42,5,42,0,34,0,15,1,0,15
2,19,0,0,1,5,3,13,12,12,10,6,10,0,0,0
2,20,0,15,16,15,24,6,36,0,22,0,0,15
2,21,0,1,3,11,10,9,14,8,9,0,0,1
2,22,0,2,3,10,10,9,7,0,0,2
2,23,0,0,0,20,4,20,10,24,15,24,18,17,18,5,26,5,26,0,0,0
2,24,0,0,0,6,4,6,9,8,10,4,4,0,0,0
2,25,0,0,0,16,6,16,8,6,9,2,4,0,0,0
2,26,0,0,0,22,46,22,46,17,38,17,38,9,34,12,24,18,4,12,5,4,6,0,0,0
2,27,1,0,0,8,20,14,17,3,8,2,1,0
2,28,1,5,0,9,7,11,7,2,2,0,1,5
2,29,1,0,0,5,5,7,12,8,10,0,1,0
2,30,2,0,0,8,9,8,7,0,2,0
2,31,0,0,0,9,9,10,7,1,0,0
2,32,0,12,1,16,11,6,27,6,37,12,38,7,27,0,11,0,3,5,0,12
2,33,10,0,0,10,1,14,10,10,12,6,19,0,10,0
2,34,0,4,2,12,6,11,12,7,9,0,0,4
2,35,0,5,0,17,8,12,24,12,24,7,32,7,32,0,8,0,8,5,0,5
2,36,0,5,2,14,6,11,14,7,10,0,4,4,0,5
2,37,0,5,3,16,13,10,8,0,4,2,0,5
4,26,0,42,0,64,46,64,46,59,38,59,38,51,34,54,24,60,4,54,5,46,6,42,0,42
4,27,5,46,4,54,24,60,21,49,12,48,5,46
4,37,21,49,24,60,34,54,29,44,25,46,21,49
4,9,29,44,34,54,38,51,33,42,29,44
4,36,19,40,21,49,25,46,33,42,29,35,23,39,19,40
4,31,12,39,12,48,21,49,19,40,12,39
4,34,17,32,19,40,23,39,29,35,26,28,17,32
4,10,33,42,38,51,38,59,85,59,85,51,75,54,68,55,53,53,46,51,48,42,33,42
4,12,48,42,46,51,53,53,53,44,48,42
4,28,6,42,5,46,12,48,12,39,7,37,6,42
4,29,8,32,7,37,12,39,19,40,17,32,8,32
4,8,26,28,29,35,33,42,48,42,50,33,51,28,52,24,42,18,35,18,28,24,26,28
4,25,0,26,0,42,6,42,8,32,9,28,4,26,0,26
4,24,0,20,0,26,4,26,9,28,10,24,4,20,0,20
4,23,0,0,0,20,4,20,10,24,15,24,18,17,18,5,26,5,26,0,0,0
4,35,18,5,18,17,26,12,42,12,42,7,50,7,50,0,26,0,26,5,18,5
4,30,10,24,8,32,17,32,15,24,10,24
4,16,53,44,53,53,68,55,65,47,53,44
4,13,50,33,48,42,53,44,57,45,57,36,50,33
4,14,51,28,50,33,57,36,62,37,60,29,51,28
4,22,65,47,68,55,75,54,72,45,65,47
4,17,57,36,57,45,65,47,62,37,57,36
4,5,73,59,73,64,100,64,100,42,81,42,85,51,85,59,73,59
4,3,72,45,75,54,85,51,81,42,76,44,72,45
4,21,62,37,65,47,72,45,76,44,71,36,62,37
4,19,59,24,60,29,62,37,71,36,69,30,69,24,59,24
4,15,52,24,51,28,60,29,58,19,53,19,52,24
4,2,71,36,76,44,81,42,78,35,71,36
4,11,42,7,42,12,53,19,58,19,73,5,73,0,50,0,50,7,42,7
4,33,26,18,16,28,17,32,26,28,28,24,35,18,26,18
4,18,58,19,59,24,81,9,100,9,100,4,92,4,73,5,58,19
4,6,75,24,75,30,78,35,81,42,100,42,100,24,75,24
4,7,83,15,75,24,100,24,100,9,95,9,83,15
4,1,69,30,71,36,78,35,75,30,69,30
4,0,69,24,69,30,75,30,75,24,69,24
4,4,100,0,73,0,73,5,92,4,100,4,100,0
4,20,59,24,75,24,83,15,95,9,81,9,59,24
4,32,15,24,16,28,26,18,42,18,52,24,53,19,42,12,26,12,18,17,15,24
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,26,4.361111,1,0,1,0
6,2,0,1,27,9.000000,2,2,0,0
6,29,0,1,37,9.000000,2,2,0,0
6,38,0,1,9,9.000000,2,2,0,0
6,25,0,1,36,9.000000,12,12,1,1
6,38,0,1,31,9.000000,15,15,1,1
6,50,0,1,34,9.000000,0,0,1,1
6,49,0,1,10,9.251736,1,1,0,0
6,29,0,1,12,9.000000,1,1,0,0
6,47,0,1,28,20.250000,13,13,0,0
6,22,0,1,29,20.250000,1,1,1,1
6,22,0,1,8,20.250000,2,2,0,0
6,18,0,1,25,9.041667,19,18,1,0
6,49,0,1,24,9.041667,0,23,1,0
6,49,0,1,23,16.187934,20,19,0,8
6,46,0,1,35,13.278403,0,25,7,6
6,48,0,1,30,14.062500,1,1,3,3
6,43,0,1,16,9.000000,10,10,0,0
6,45,0,1,13,12.250000,24,24,0,0
6,47,0,1,14,9.000000,23,23,0,0
6,51,0,1,22,9.000000,5,5,0,0
6,52,0,1,17,20.250000,24,24,3,3
6,51,0,1,5,22.365017,4,4,5,5
6,39,0,1,3,20.250000,21,21,0,0
6,41,0,1,21,20.250000,18,18,0,0
6,44,0,1,19,9.000000,20,20,1,1
6,48,0,1,15,12.250000,17,17,0,0
6,48,0,1,2,9.000000,6,6,0,0
6,41,0,1,11,11.432292,5,4,6,5
6,27,1,1,33,20.750000,4,3,2,1
6,35,0,1,18,9.000000,1,1,6,6
6,44,2,1,6,9.506944,4,4,2,2
6,39,2,1,7,7.562500,2,2,1,1
6,44,2,1,1,20.250000,6,6,0,0
6,42,2,1,0,10.562500,7,7,0,0
6,45,1,1,4,44.944444,0,4,2,1
6,22,1,1,20,64.500000,0,4,1,0
6,13,0,1,32,196.500000,0,8,1,0
